Kode Barang,Warna,   AS,   S,  M, L, XL, XXL,06,08,10,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
GAC 632,SGB,,,,,,,,,,,,,,,,,,,,,,,,,2,4,8,5,4,,,,
GAC 635,SGB,,,,,,,,,,,,,,,,,,,,,,,,,4,4,7,1,3,,,,
GAC 636,SGB,,,,,,,,,,,,,,,,,,,,,,,,,3,8,2,5,6,,,,
GAC 638,SGB,,,,,,,,,,,,,,,,,,,,,,,,,5,4,2,9,5,,,,
GAC 639,SGB,,,,,,,,,,,,,,,,,,,,,,,,,2,6,3,4,10,,,,
GAC 640,SGB,,,,,,,,,,,,,,,,,,,,,,,,,7,5,0,8,5,,,,
GAC 641,SGB,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,5,3,,,,
GAC 642,SGB,,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,1,1,,,,
GAC 643,SGB,,,,,,,,,,,,,,,,,,,,,,,,,4,0,8,1,13,,,,
GAC 644,SGB,,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,6,2,,,,
GAC 645,SGB,,,,,,,,,,,,,,,,,,,,,,,,,2,4,6,3,4,,,,
GAC 655,SGB,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,4,3,,,,
GAC 656,SGB,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,4,3,,,,
GAC 664,SGB,,,,,,,,,,,,,,,,,,,,,,,,,4,2,6,5,6,,,,
GAC 665,SGB,,,,,,,,,,,,,,,,,,,,,,,,,4,2,0,3,1,,,,
GAC 681,SGB,,,,,,,,,,,,,,,,,,,,,,,,,4,9,2,2,3,,,,
GGC 142,SGB,,,0,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIC 717,SGB,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,6,8,3,7,
GIC 719,SGB,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,2,4,4,5,
GIC 720,SGB,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,3,2,8,4,
GIC 723,SGB,,,,,,,,,,,,,,,,,,,,4,4,6,4,7,,,,,,,,,
GIC 724,SGB,,,,,,,,,,,,,,,,,,,,,1,8,5,2,3,5,,,,,,,
GIC 725,SGB,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,2,6,5,5,
GIC 726,SGB,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,5,4,4,5,
GIC 727,SGB,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,14,5,5,7,
GIC 728,SGB,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,6,6,3,6,
GIC 729,SGB,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,2,5,4,3,
GIC 730,SGB,,,,,,,,,,,,,,,,,,,,,4,4,7,3,4,5,,,,,,,
GRC 601,SGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,2,
GRC 602,SGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,7,6,7,
GRC 603,SGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,8,6,6,
GRC 604,SGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,4,4,
GRC 605,SGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,3,3,5,
GRC 606,SGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,3,
GSC 001,SGB,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,5,6,3,,
GSC 002,SGB,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,6,4,,
GYC 371,SGB,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GYC 372,SGB,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GYC 373,SGB,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GYC 376,SGB,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GYC 377,SGB,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GYC 378,SGB,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GYC 380,SGB,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GYC 381,SGB,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GYC 383,SGB,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCC 025,SGB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCC 032,SGB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCC 051,SGB,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEC 250,SGB,,,,,,,,,,,,,,,,,,,,,,,,,7,9,8,8,8,,,,
HEC 251,SGB,,,,,,,,,,,,,,,,,,,,,,,,,3,4,5,6,5,,,,
HEC 252,SGB,,,,,,,,,,,,,,,,,,,,,,,,,8,4,6,6,3,,,,
HFC 001,SGB,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,8,5,8,7,
HFC 002,SGB,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,4,5,6,4,
HGC 951,SGB,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIC 472,SGB,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIC 627,SGB,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIC 628,SGB,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIC 629,SGB,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HJC 286,SGB,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLC 202,SGB,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,1,4,4,
HLC 203,SGB,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,2,5,5,4,
HMC 501,SGB,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,3,4,
HMC 502,SGB,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,2,
HNC 690,SGB,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,4,1,,,,
HNC 691,SGB,,,,,,,,,,,,,,,,,,,,,,,,,1,8,5,11,6,,,,
HNC 692,SGB,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,5,3,,,,
HNC 693,SGB,,,,,,,,,,,,,,,,,,,,,,,,,1,3,6,9,4,,,,
HNC 694,SGB,,,,,,,,,,,,,,,,,,,,,,,,,4,2,5,4,3,,,,
HUC 131,SGB,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUC 132,SGB,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUC 133,SGB,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUC 134,SGB,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUC 136,SGB,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUC 139,SGB,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUC 142,SGB,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUC 143,SGB,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUC 145,SGB,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUC 147,SGB,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUC 323,SGB,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IAC 060,SGB,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IAC 061,SGB,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKC 340,SGB,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKC 350,SGB,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKC 351,SGB,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKC 352,SGB,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IKC 353,SGB,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILC 007,SGB,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILC 371,SGB,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILC 372,SGB,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILC 375,SGB,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILC 379,SGB,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILC 381,SGB,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILC 383,SGB,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILC 386,SGB,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILC 387,SGB,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILC 388,SGB,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INC 001,SGB,,,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INC 002,SGB,,,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INC 004,SGB,,,22,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INC 005,SGB,,,11,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOC 323,SGB,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOC 329,SGB,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOC 330,SGB,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOC 331,SGB,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOC 332,SGB,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IOC 333,SGB,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,2,3,2,
IOC 334,SGB,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,3,2,4,
IPC 083,SGB,,,,,,,,,,,,,,,,,,,,,,,,,5,7,9,4,7,,,,
IPC 084,SGB,,,,,,,,,,,,,,,,,,,,,,,,,4,3,6,5,6,,,,
IRC 004,SGB,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,4,2,,,,
IRC 010,SGB,,,,,,,,,,,,,,,,,,,,,,,,,3,6,3,2,7,,,,
ISC 099,SGB,,,12,13,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 101,SGB,,,19,23,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 102,SGB,,,24,17,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 104,SGB,,,13,21,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 105,SGB,,,27,14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 106,SGB,,,16,21,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 120,SGB,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 121,SGB,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 122,SGB,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 123,SGB,,,5,15,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 154,SGB,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 166,SGB,,,12,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 168,SGB,,,12,6,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 171,SGB,,,8,6,17,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 172,SGB,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 177,SGB,,,20,17,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 178,SGB,,,11,21,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 179,SGB,,,12,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 180,SGB,,,22,23,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 181,SGB,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 182,SGB,,,13,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 190,SGB,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 191,SGB,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 195,SGB,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 196,SGB,,,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 199,SGB,,,17,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 200,SGB,,,9,11,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 201,SGB,,,11,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 202,SGB,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 203,SGB,,,11,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 204,SGB,,,0,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 206,SGB,,,2,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 207,SGB,,,5,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 208,SGB,,,14,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 209,SGB,,,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 210,SGB,,,20,9,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 211,SGB,,,11,22,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 212,SGB,,,14,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 213,SGB,,,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 214,SGB,,,19,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 217,SGB,,,19,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 221,SGB,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 222,SGB,,,11,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 226,SGB,,,12,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 227,SGB,,,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 228,SGB,,,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 229,SGB,,,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 230,SGB,,,9,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 236,SGB,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 242,SGB,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 247,SGB,,,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 248,SGB,,,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 253,SGB,,,15,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 255,SGB,,,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 256,SGB,,,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 257,SGB,,,19,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 259,SGB,,,20,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 260,SGB,,,7,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 261,SGB,,,11,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 262,SGB,,,11,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 263,SGB,,,11,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 264,SGB,,,11,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 265,SGB,,,12,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 266,SGB,,,8,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 267,SGB,,,12,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 268,SGB,,,12,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 269,SGB,,,12,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 270,SGB,,,8,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 271,SGB,,,12,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 272,SGB,,,16,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 273,SGB,,,16,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 274,SGB,,,20,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 275,SGB,,,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 276,SGB,,,17,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 277,SGB,,,15,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 278,SGB,,,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 279,SGB,,,18,16,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 280,SGB,,,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 281,SGB,,,12,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 282,SGB,,,21,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 283,SGB,,,11,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 284,SGB,,,18,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 285,SGB,,,15,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 286,SGB,,,15,21,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 287,SGB,,,14,13,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 288,SGB,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 289,SGB,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 290,SGB,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 876,SGB,,,13,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 895,SGB,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 898,SGB,,,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISC 924,SGB,,,12,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IWC 856,SGB,,,,,,,,,,,,,,,,,,,,,,,,,7,6,3,8,3,,,,
IWC 857,SGB,,,,,,,,,,,,,,,,,,,,,,,,,4,4,9,6,3,,,,
IWC 858,SGB,,,,,,,,,,,,,,,,,,,,,,,,,4,8,8,4,6,,,,
IWC 859,SGB,,,,,,,,,,,,,,,,,,,,,,,,,5,6,5,7,-1,,,,
IWC 860,SGB,,,,,,,,,,,,,,,,,,,,,,,,,5,4,3,5,2,,,,
IWC 865,SGB,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,6,0,,,,
IYC 624,SGB,,,,,,,,,,,,,,,,,,,,,,,,,2,4,5,5,3,,,,
IYC 625,SGB,,,,,,,,,,,,,,,,,,,,,,,,,3,5,3,5,4,,,,
JAC 329,SGB,,,,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAC 330,SGB,,,,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAC 394,SGB,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAC 395,SGB,,,,45,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAC 458,SGB,,,,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAC 460,SGB,,,,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAC 464,SGB,,,,17,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAC 467,SGB,,,,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAC 468,SGB,,,,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JKC 101,SGB,,,,,,,,,,,,,,,,,,,,,,,,,,13,15,11,8,17,10,9,
JKC 102,SGB,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,30,19,22,35,32,17,14,
JKC 103,SGB,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,7,10,4,20,8,
JKC 104,SGB,,,,,,,,,,,,,,,,,,,,,,,,,,22,33,23,18,35,30,14,
JKC 105,SGB,,,,,,,,,,,,,,,,,,,,,,,,,23,22,22,22,23,,,,
JKC 106,SGB,,,,,,,,,,,,,,,,,,,,12,15,18,22,22,34,0,,,,,,,
JTC 727,SGB,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAC 001,SGB,,,,,,,,,,,4,8,3,5,4,3,,,,,,,,,,,,,,,,,
KAC 002,SGB,,,,,,,,,,,1,0,4,4,4,3,,,,,,,,,,,,,,,,,
KAC 003,SGB,,,,,,,,,,,,,,4,5,5,4,4,0,,,,,,,,,,,,,,
KHC 379,SGB,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHC 380,SGB,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KHC 382,SGB,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KKC 121,SGB,,,,,,,,,,,,,,,,,,,,,,,,,4,3,7,4,2,,,,
KKC 122,SGB,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,0,5,,,,
KKC 125,SGB,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,5,5,,,,
KKC 126,SGB,,,,,,,,,,,,,,,,,,,,,,,,,3,4,5,5,4,,,,
KKC 127,SGB,,,,,,,,,,,,,,,,,,,,,,,,,3,9,10,5,7,,,,
KKC 128,SGB,,,,,,,,,,,,,,,,,,,,,,,,,3,5,3,5,6,,,,
KRC 502,SGB,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,2,4,3,
KRC 506,SGB,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,5,5,4,
KRC 507,SGB,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,3,3,3,
KSC 901,SGB,,,,,,,,,,,,,,,,,,,,,,,,,6,2,3,3,1,,,,
KSC 902,SGB,,,,,,,,,,,,,,,,,,,,,,,,,4,8,6,8,5,,,,
KSC 903,SGB,,,,,,,,,,,,,,,,,,,,,,,,,2,3,5,6,5,,,,
KSC 904,SGB,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,5,4,,,,
KSC 905,SGB,,,,,,,,,,,,,,,,,,,,,,,,,6,2,8,8,2,,,,
KSC 906,SGB,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,4,3,,,,
KSC 907,SGB,,,,,,,,,,,,,,,,,,,,,,,,,1,8,3,13,4,,,,
KSC 910,SGB,,,,,,,,,,,,,,,,,,,,,,,,,4,6,11,9,4,,,,
KSC 911,SGB,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,9,6,,,,
KSC 912,SGB,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,5,2,,,,
KSC 913,SGB,,,,,,,,,,,,,,,,,,,,,,,,,3,6,5,5,5,,,,
KSC 914,SGB,,,,,,,,,,,,,,,,,,,,,,,,,6,7,6,8,1,,,,
KSC 915,SGB,,,,,,,,,,,,,,,,,,,,,,,,,6,6,2,4,3,,,,
KSC 917,SGB,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,3,2,,,,
KSC 918,SGB,,,,,,,,,,,,,,,,,,,,,,,,,4,6,7,6,4,,,,
KYC 205,SGB,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
